"fdc_id","data_type","description","food_category_id","publication_date"
"1103939","survey_fndds_food","Sugar substitute, stevia, powder","","2020-10-30"
"1103940","survey_fndds_food","Sugar substitute, stevia, liquid","","2020-10-30"
"1103941","survey_fndds_food","Sugar substitute, monk fruit, powder","","2020-10-30"
"1103942","survey_fndds_food","Sugar substitute, powder, NFS","","2020-10-30"
"1103943","survey_fndds_food","Sugar substitute, liquid, NFS","","2020-10-30"
"1103944","survey_fndds_food","Sugar substitute, saccharin, powder","","2020-10-30"
"1103945","survey_fndds_food","Sugar substitute, saccharin, liquid","","2020-10-30"
"1103946","survey_fndds_food","Sugar substitute, aspartame, powder","","2020-10-30"
"1103947","survey_fndds_food","Syrup, NFS","","2020-10-30"
"1103948","survey_fndds_food","Pancake syrup","","2020-10-30"
"1103949","survey_fndds_food","Corn syrup","","2020-10-30"
"1103950","survey_fndds_food","Blueberry syrup","","2020-10-30"
"1103951","survey_fndds_food","Chocolate syrup","","2020-10-30"
"1103952","survey_fndds_food","Chocolate syrup, light","","2020-10-30"
"1103953","survey_fndds_food","Simple syrup","","2020-10-30"
"1103954","survey_fndds_food","Strawberry drink syrup","","2020-10-30"
"1103955","survey_fndds_food","Pancake syrup, light","","2020-10-30"
"1103956","survey_fndds_food","Honey","","2020-10-30"
"1103957","survey_fndds_food","Agave liquid sweetener","","2020-10-30"
"1103958","survey_fndds_food","Molasses","","2020-10-30"
"1103959","survey_fndds_food","Topping, butterscotch or caramel","","2020-10-30"
"1103960","survey_fndds_food","Topping, chocolate","","2020-10-30"
"1103961","survey_fndds_food","Topping, fruit","","2020-10-30"
"1103962","survey_fndds_food","Topping, marshmallow","","2020-10-30"
"1103963","survey_fndds_food","Topping, nuts and syrup","","2020-10-30"
"1103964","survey_fndds_food","Topping, chocolate flavored hazelnut spread","","2020-10-30"
"1103965","survey_fndds_food","Icing, chocolate","","2020-10-30"
"1103966","survey_fndds_food","Icing, white","","2020-10-30"
"1103967","survey_fndds_food","Caramel dip, regular","","2020-10-30"
"1103968","survey_fndds_food","Caramel dip, light","","2020-10-30"
"1103969","survey_fndds_food","Chocolate dip","","2020-10-30"
"1103970","survey_fndds_food","Dessert dip","","2020-10-30"
"1103971","survey_fndds_food","Sweet and sour sauce","","2020-10-30"
"1103972","survey_fndds_food","Dessert sauce","","2020-10-30"
"1103973","survey_fndds_food","Duck sauce","","2020-10-30"
"1103974","survey_fndds_food","Jelly, all flavors","","2020-10-30"
"1103975","survey_fndds_food","Jam, preserve, all flavors","","2020-10-30"
"1103976","survey_fndds_food","Fruit butter, all flavors","","2020-10-30"
"1103977","survey_fndds_food","Marmalade, all flavors","","2020-10-30"
"1103978","survey_fndds_food","Jelly, sugar free, all flavors","","2020-10-30"
"1103979","survey_fndds_food","Jelly, reduced sugar, all flavors","","2020-10-30"
"1103980","survey_fndds_food","Jam, preserve, marmalade, sugar free, all flavors","","2020-10-30"
"1103981","survey_fndds_food","Jam, preserve, marmalade, sweetened with fruit juice concentrates, all flavors","","2020-10-30"
"1103982","survey_fndds_food","Jam, preserve, marmalade, reduced sugar, all flavors","","2020-10-30"
"1103983","survey_fndds_food","Guava paste","","2020-10-30"
"1103984","survey_fndds_food","Sweet potato paste","","2020-10-30"
"1103985","survey_fndds_food","Bean paste, sweetened","","2020-10-30"
"1103986","survey_fndds_food","Gelatin dessert","","2020-10-30"
"1103987","survey_fndds_food","Gelatin dessert with fruit","","2020-10-30"
"1103988","survey_fndds_food","Gelatin salad with vegetables","","2020-10-30"
"1103989","survey_fndds_food","Gelatin dessert, sugar free","","2020-10-30"
"1103990","survey_fndds_food","Gelatin dessert, sugar free, with fruit","","2020-10-30"
"1103991","survey_fndds_food","Yokan","","2020-10-30"
"1103992","survey_fndds_food","Coconut cream cake, Puerto Rican style","","2020-10-30"
"1103993","survey_fndds_food","Haupia","","2020-10-30"
"1103994","survey_fndds_food","Italian Ice","","2020-10-30"
"1103995","survey_fndds_food","Italian Ice, no sugar added","","2020-10-30"
"1103996","survey_fndds_food","Popsicle, NFS","","2020-10-30"
"1103997","survey_fndds_food","Popsicle","","2020-10-30"
"1103998","survey_fndds_food","Popsicle, no sugar added","","2020-10-30"
"1103999","survey_fndds_food","Freezer pop","","2020-10-30"
"1104000","survey_fndds_food","Snow cone","","2020-10-30"
"1104001","survey_fndds_food","Snow cone, no sugar added","","2020-10-30"
"1104002","survey_fndds_food","Candy, NFS","","2020-10-30"
"1104003","survey_fndds_food","M&M's Almond Chocolate Candies","","2020-10-30"
"1104004","survey_fndds_food","Almonds, chocolate covered","","2020-10-30"
"1104005","survey_fndds_food","Almonds, sugar-coated","","2020-10-30"
"1104006","survey_fndds_food","Almonds, yogurt-covered","","2020-10-30"
"1104007","survey_fndds_food","Butterscotch morsels","","2020-10-30"
"1104008","survey_fndds_food","Caramel, chocolate-flavored roll","","2020-10-30"
"1104009","survey_fndds_food","Caramel, flavor other than chocolate","","2020-10-30"
"1104010","survey_fndds_food","Caramel, with nuts","","2020-10-30"
"1104011","survey_fndds_food","Caramel candy, chocolate covered","","2020-10-30"
"1104012","survey_fndds_food","Caramel with nuts and cereal, chocolate covered","","2020-10-30"
"1104013","survey_fndds_food","Caramel with nuts, chocolate covered","","2020-10-30"
"1104014","survey_fndds_food","Rolo","","2020-10-30"
"1104015","survey_fndds_food","Caramel, all flavors, sugar free","","2020-10-30"
"1104016","survey_fndds_food","Toblerone, milk chocolate with honey and almond nougat","","2020-10-30"
"1104017","survey_fndds_food","TWIX Caramel Cookie Bars","","2020-10-30"
"1104018","survey_fndds_food","TWIX Chocolate Fudge Cookie Bars","","2020-10-30"
"1104019","survey_fndds_food","TWIX Peanut Butter Cookie Bars","","2020-10-30"
"1104020","survey_fndds_food","Whatchamacallit","","2020-10-30"
"1104021","survey_fndds_food","Nuts, carob-coated","","2020-10-30"
"1104022","survey_fndds_food","Espresso coffee beans, chocolate-covered","","2020-10-30"
"1104023","survey_fndds_food","Milk chocolate candy, plain","","2020-10-30"
"1104024","survey_fndds_food","Milk chocolate candy, with cereal","","2020-10-30"
"1104025","survey_fndds_food","Kit Kat","","2020-10-30"
"1104026","survey_fndds_food","Chocolate, milk, with nuts, not almond or peanuts","","2020-10-30"
"1104027","survey_fndds_food","Milk chocolate candy, with fruit and nuts","","2020-10-30"
"1104028","survey_fndds_food","Milk chocolate candy, with almonds","","2020-10-30"
"1104029","survey_fndds_food","Chocolate, milk, with peanuts","","2020-10-30"
"1104030","survey_fndds_food","Chocolate candy with fondant and caramel","","2020-10-30"
"1104031","survey_fndds_food","Chocolate, semi-sweet morsel","","2020-10-30"
"1104032","survey_fndds_food","Chocolate, sweet or dark","","2020-10-30"
"1104033","survey_fndds_food","Chocolate, sweet or dark, with almonds","","2020-10-30"
"1104034","survey_fndds_food","Chocolate, white","","2020-10-30"
"1104035","survey_fndds_food","Chocolate, white, with almonds","","2020-10-30"
"1104036","survey_fndds_food","Chocolate, white, with cereal","","2020-10-30"
"1104037","survey_fndds_food","Kit Kat White","","2020-10-30"
"1104038","survey_fndds_food","Mexican chocolate, tablet","","2020-10-30"
"1104039","survey_fndds_food","Coconut candy, chocolate covered","","2020-10-30"
"1104040","survey_fndds_food","Coconut candy, no chocolate covering","","2020-10-30"
"1104041","survey_fndds_food","Coconut candy, Puerto Rican style","","2020-10-30"
"1104042","survey_fndds_food","Fondant","","2020-10-30"
"1104043","survey_fndds_food","Fondant, chocolate covered","","2020-10-30"
"1104044","survey_fndds_food","Fruit peel, candied","","2020-10-30"
"1104045","survey_fndds_food","Date candy","","2020-10-30"
"1104046","survey_fndds_food","Soft fruit confections","","2020-10-30"
"1104047","survey_fndds_food","Fruit leather and fruit snacks candy","","2020-10-30"
"1104048","survey_fndds_food","Fun Fruits Creme Supremes","","2020-10-30"
"1104049","survey_fndds_food","Tamarind candy","","2020-10-30"
"1104050","survey_fndds_food","Fruit snacks candy, with high vitamin C","","2020-10-30"
"1104051","survey_fndds_food","Yogurt covered fruit snacks candy, with added vitamin C","","2020-10-30"
"1104052","survey_fndds_food","Yogurt covered fruit snacks candy rolls, with high vitamin C","","2020-10-30"
"1104053","survey_fndds_food","Gumdrops, chocolate covered","","2020-10-30"
"1104054","survey_fndds_food","Fudge, chocolate, chocolate-coated","","2020-10-30"
"1104055","survey_fndds_food","Fudge, chocolate, chocolate-coated, with nuts","","2020-10-30"
"1104056","survey_fndds_food","Fudge, chocolate","","2020-10-30"
"1104057","survey_fndds_food","Fudge, chocolate, with nuts","","2020-10-30"
"1104058","survey_fndds_food","Fudge, peanut butter","","2020-10-30"
"1104059","survey_fndds_food","Fudge, peanut butter, with nuts","","2020-10-30"
"1104060","survey_fndds_food","Fudge, vanilla","","2020-10-30"
"1104061","survey_fndds_food","Fudge, vanilla, with nuts","","2020-10-30"
"1104062","survey_fndds_food","Fudge, divinity","","2020-10-30"
"1104063","survey_fndds_food","Fudge, brown sugar, penuche","","2020-10-30"
"1104064","survey_fndds_food","Fudge, caramel and nut, chocolate-coated candy","","2020-10-30"
"1104065","survey_fndds_food","SNICKERS Bar","","2020-10-30"
"1104066","survey_fndds_food","Baby Ruth","","2020-10-30"
"1104067","survey_fndds_food","100 GRAND Bar","","2020-10-30"
"1104068","survey_fndds_food","Halvah, plain","","2020-10-30"
"1104069","survey_fndds_food","Halvah, chocolate covered","","2020-10-30"
"1104070","survey_fndds_food","Honey-combed hard candy with peanut butter","","2020-10-30"
"1104071","survey_fndds_food","Honey-combed hard candy with peanut butter, chocolate covered","","2020-10-30"
"1104072","survey_fndds_food","Butterfinger","","2020-10-30"
"1104073","survey_fndds_food","Butterfinger Crisp","","2020-10-30"
"1104074","survey_fndds_food","Chocolate-flavored sprinkles","","2020-10-30"
"1104075","survey_fndds_food","Ladoo, round ball, Asian-Indian dessert","","2020-10-30"
"1104076","survey_fndds_food","Licorice","","2020-10-30"
"1104077","survey_fndds_food","Marshmallow","","2020-10-30"
"1104078","survey_fndds_food","Marshmallow, chocolate covered","","2020-10-30"
"1104079","survey_fndds_food","Marshmallow, candy-coated","","2020-10-30"
"1104080","survey_fndds_food","Nougat, plain","","2020-10-30"
"1104081","survey_fndds_food","Nougat, with caramel, chocolate covered","","2020-10-30"
"1104082","survey_fndds_food","MILKY WAY Bar","","2020-10-30"
"1104083","survey_fndds_food","MILKY WAY MIDNIGHT Bar","","2020-10-30"
"1104084","survey_fndds_food","MARS Almond Bar","","2020-10-30"
"1104085","survey_fndds_food","Nougat, chocolate covered","","2020-10-30"
"1104086","survey_fndds_food","3 MUSKETEERS Bar","","2020-10-30"
"1104087","survey_fndds_food","3 Musketeers Truffle Crisp Bar","","2020-10-30"
"1104088","survey_fndds_food","Nuts, chocolate covered, not almonds or peanuts","","2020-10-30"
"1104089","survey_fndds_food","Nut roll, fudge or nougat, caramel and nuts","","2020-10-30"
"1104090","survey_fndds_food","Sugared pecans, sugar and egg white coating","","2020-10-30"
"1104091","survey_fndds_food","Peanuts, chocolate covered","","2020-10-30"
"1104092","survey_fndds_food","M&M's Peanut Chocolate Candies","","2020-10-30"
"1104093","survey_fndds_food","M&M's Peanut Butter Chocolate Candies","","2020-10-30"
"1104094","survey_fndds_food","Peanuts, sugar-coated","","2020-10-30"
"1104095","survey_fndds_food","Peanuts, yogurt covered","","2020-10-30"
"1104096","survey_fndds_food","Peanut bar","","2020-10-30"
"1104097","survey_fndds_food","Planters Peanut Bar","","2020-10-30"
"1104098","survey_fndds_food","Peanut brittle","","2020-10-30"
"1104099","survey_fndds_food","Peanut Bar, chocolate covered candy","","2020-10-30"
"1104100","survey_fndds_food","Peanut butter, chocolate covered","","2020-10-30"
"1104101","survey_fndds_food","Reese's Peanut Butter Cup","","2020-10-30"
"1104102","survey_fndds_food","Reese's Pieces","","2020-10-30"
"1104103","survey_fndds_food","Reese's Sticks","","2020-10-30"
"1104104","survey_fndds_food","Reese's Fast Break","","2020-10-30"
"1104105","survey_fndds_food","Reese's Crispy Crunchy Bar","","2020-10-30"
"1104106","survey_fndds_food","Peanut butter morsels","","2020-10-30"
"1104107","survey_fndds_food","Pralines","","2020-10-30"
"1104108","survey_fndds_food","Pineapple candy, Puerto Rican style","","2020-10-30"
"1104109","survey_fndds_food","Raisins, chocolate covered","","2020-10-30"
"1104110","survey_fndds_food","Raisins, yogurt covered","","2020-10-30"
"1104111","survey_fndds_food","Sesame Crunch, Sahadi","","2020-10-30"
"1104112","survey_fndds_food","Gumdrops","","2020-10-30"
"1104113","survey_fndds_food","Hard candy","","2020-10-30"
"1104114","survey_fndds_food","Butterscotch hard candy","","2020-10-30"
"1104115","survey_fndds_food","Skittles","","2020-10-30"
"1104116","survey_fndds_food","Sugar-coated chocolate discs","","2020-10-30"
"1104117","survey_fndds_food","M&M's Milk Chocolate Candies","","2020-10-30"
"1104118","survey_fndds_food","Sixlets","","2020-10-30"
"1104119","survey_fndds_food","Easter egg, candy coated chocolate","","2020-10-30"
"1104120","survey_fndds_food","M&M's Pretzel Chocolate Candies","","2020-10-30"
"1104121","survey_fndds_food","Taffy","","2020-10-30"
"1104122","survey_fndds_food","Toffee, plain","","2020-10-30"
"1104123","survey_fndds_food","Toffee, chocolate covered","","2020-10-30"
"1104124","survey_fndds_food","Toffee, chocolate-coated, with nuts","","2020-10-30"
"1104125","survey_fndds_food","Truffles","","2020-10-30"
"1104126","survey_fndds_food","Wax candy, liquid filled","","2020-10-30"
"1104127","survey_fndds_food","Dietetic or low calorie candy, NFS","","2020-10-30"
"1104128","survey_fndds_food","Dietetic or low calorie gumdrops","","2020-10-30"
"1104129","survey_fndds_food","Dietetic or low calorie hard candy","","2020-10-30"
"1104130","survey_fndds_food","Dietetic or low calorie candy, chocolate covered","","2020-10-30"
"1104131","survey_fndds_food","Dietetic or low calorie mints","","2020-10-30"
"1104132","survey_fndds_food","Chewing gum, NFS","","2020-10-30"
"1104133","survey_fndds_food","Chewing gum, regular","","2020-10-30"
"1104134","survey_fndds_food","Chewing gum, sugar free","","2020-10-30"
"1104135","survey_fndds_food","Coffee, NS as to type","","2020-10-30"
"1104136","survey_fndds_food","Coffee, NS as to brewed or instant","","2020-10-30"
"1104137","survey_fndds_food","Coffee, brewed","","2020-10-30"
"1104138","survey_fndds_food","Coffee, brewed, blend of regular and decaffeinated ","","2020-10-30"
"1104139","survey_fndds_food","Coffee, Turkish","","2020-10-30"
"1104140","survey_fndds_food","Coffee, espresso","","2020-10-30"
"1104141","survey_fndds_food","Coffee, espresso, decaffeinated","","2020-10-30"
